ORDERNUMBER,MATERIAL_NUMBER,SALESDOCUMENT,ORDERDATE,BATCHNUMBER,YEAR,CLUB_NAME,ORDERTYPE,STATUS,CDD,SHIPOUTDATE,UPSTRACKINGNUMBER
1416261,AGX-5140_RED/BLACK/WHITE_OS,1000472098,45826,Week25#1,2025,SOUTHERN SOCCER ACADEMY,ZBC,Order shared on 06.23.2025,45833,45205,TRK124
